Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Geo_area,Population,Actual_cases
Nigeria,Central,2001,Tap,2.97,7.41,4.7,6.52,35.53,10.14,3696,Boiling,82,146,23,39,79,43052,64.51,30,44,2006,1.76,973,241564,235041772,54059
Nigeria,East,2016,Well,9.97,8.36,0.89,8.18,13.33,16.7,3711,Chlorination,80,123,44,31,13,61838,5.71,12,49,1699,20.65,353,36255,12798015,5631
Nigeria,West,2024,Lake,4.49,7.41,2.83,9.27,39.95,14.1,2779,Filtration,92,143,35,51,99,51194,42.43,46,94,2344,17.12,608,80116,48710528,17048
Nigeria,North,2002,Pond,6.7,6.24,4.18,6.14,31.82,9.27,2006,Boiling,89,98,45,28,39,97262,14.37,16,67,850,20.46,320,542566,173621120,78129
Nigeria,Central,2012,River,2.78,7.54,1.78,4.71,0.11,9.73,2937,Boiling,87,496,2,66,25,7008,68.79,60,74,2896,10.14,247,241564,59666308,1193
Nigeria,East,2015,Lake,9.77,8.21,3.11,6.82,23.88,11.56,4958,Boiling,79,274,0,45,27,63039,51.93,52,41,1454,29.58,496,36255,17982480,0
Nigeria,Central,2002,Tap,5.75,7.82,4.81,3.73,31.37,19.32,864,Chlorination,80,355,29,95,73,62811,1.88,72,91,1140,13.02,919,241564,221997316,64379
Nigeria,South,2004,Well,2.25,8.4,4.58,8.41,4.53,0.49,4189,Chlorination,46,114,6,12,27,47692,59.76,55,24,2714,33.12,517,86344,44639848,2678
Nigeria,North,2017,River,1.68,7.68,1.42,5.13,41.18,19.26,4768,Boiling,65,270,47,42,12,69693,63.8,23,64,630,26.62,81,542566,43947846,20655
Nigeria,West,2015,Well,6.51,8.24,0.05,9.65,26.64,10.77,909,Boiling,69,177,16,99,31,28298,94.19,37,40,2379,32.92,744,80116,59606304,9537
Nigeria,East,2017,River,7.72,6.94,0.73,7.32,44.48,15.0,3641,No treatment,68,290,45,10,63,11337,23.93,57,28,1077,39.98,526,36255,19070130,8581
Nigeria,North,2000,Tap,6.3,8.16,2.71,4.52,18.46,12.51,3901,Boiling,92,479,28,91,3,34532,65.06,58,36,447,17.13,609,542566,330422694,92518
Nigeria,West,2004,River,3.39,7.32,3.97,9.17,12.11,18.89,665,Boiling,78,45,33,88,72,62313,26.7,85,88,600,18.51,824,80116,66015584,21785
Nigeria,West,2005,Pond,7.07,7.51,0.9,4.63,34.29,19.29,4595,Boiling,82,6,19,48,98,51790,68.05,13,24,2800,15.96,948,80116,75949968,14430
Nigeria,West,2001,River,6.25,7.55,4.9,3.1,26.7,5.53,2685,Filtration,41,436,42,65,53,34903,92.18,24,81,1455,8.62,217,80116,17385172,7301
Nigeria,North,2004,Well,0.34,7.23,0.54,3.79,12.14,5.6,4087,Chlorination,50,258,17,23,31,18362,73.03,31,65,2066,1.38,241,542566,130758406,22228
Nigeria,North,2017,Pond,8.01,7.77,3.44,8.07,38.74,16.63,3529,Boiling,64,441,35,4,87,15798,14.83,18,54,933,27.98,767,542566,416148122,145651
Nigeria,West,2015,Spring,5.33,6.42,3.2,7.06,22.66,3.93,2034,No treatment,55,329,4,26,75,16081,15.58,47,31,325,4.27,593,80116,47508788,1900
Nigeria,East,2010,River,2.6,7.88,2.91,3.27,17.52,11.7,1672,Chlorination,73,220,41,82,51,88378,78.33,39,64,2518,4.28,370,36255,13414350,5499
Nigeria,East,2020,Lake,3.18,6.32,1.05,3.14,18.27,1.37,980,No treatment,80,147,22,28,89,66684,5.65,31,31,428,1.74,543,36255,19686465,4331
Nigeria,Central,2012,Spring,7.22,7.53,1.82,9.78,33.07,9.19,1427,Filtration,99,395,22,8,9,33940,68.55,48,72,2791,20.8,399,241564,96384036,21204
Nigeria,East,2007,Lake,5.3,6.4,3.59,7.24,17.22,5.11,722,Chlorination,66,413,21,23,37,63581,49.75,36,67,2183,17.38,906,36255,32847030,6897
Nigeria,North,2021,River,0.88,8.39,1.74,7.41,14.03,9.68,1384,No treatment,34,250,22,12,60,14366,28.28,61,81,2472,10.47,484,542566,262601944,57772
Nigeria,East,2015,Pond,5.19,6.43,1.16,8.46,22.97,19.38,3393,Boiling,95,306,7,52,47,54506,95.96,80,75,2599,26.55,625,36255,22659375,1586
Nigeria,West,2001,River,4.94,6.82,1.74,9.22,41.27,11.69,3917,No treatment,44,71,26,36,49,54936,86.63,42,52,2438,7.65,105,80116,8412180,2187
Nigeria,East,2009,Pond,5.33,6.07,0.98,4.61,47.7,2.92,4178,Chlorination,80,78,10,75,42,16323,16.1,37,35,2141,24.39,600,36255,21753000,2175
Nigeria,South,2004,Well,3.96,6.13,3.14,7.71,28.32,7.56,2140,Chlorination,47,127,7,48,79,39503,91.74,22,49,2216,36.55,305,86344,26334920,1843
Nigeria,South,2007,Spring,5.11,6.17,0.19,4.44,23.8,2.75,3225,No treatment,80,0,24,54,31,25123,48.48,77,97,2623,8.02,97,86344,8375368,2010
Nigeria,Central,2013,Lake,9.69,6.86,1.27,7.22,12.21,6.3,1025,Boiling,62,46,31,18,97,42436,51.92,54,61,605,4.73,53,241564,12802892,3968
Nigeria,West,2003,Pond,3.25,6.01,4.87,8.58,1.96,11.98,3338,Filtration,33,478,29,13,13,8673,52.41,84,52,1642,31.46,260,80116,20830160,6040
Nigeria,North,2006,Spring,9.17,7.26,4.04,5.83,16.0,16.11,1356,No treatment,70,256,20,43,46,15516,37.76,78,85,922,32.18,437,542566,237101342,47420
Nigeria,North,2019,River,5.79,6.4,3.11,4.15,9.24,8.86,472,Chlorination,53,161,5,16,36,61004,57.63,56,44,1481,33.05,396,542566,214856136,10742
Nigeria,Central,2006,Tap,1.41,7.8,4.95,3.84,11.67,9.42,2148,Boiling,85,131,29,56,52,77858,92.43,67,81,548,14.65,413,241564,99765932,28932
Nigeria,East,2023,Lake,9.58,7.31,2.37,7.54,4.68,6.63,2511,Filtration,70,324,40,52,76,83333,0.96,55,77,218,18.07,75,36255,2719125,1087
Nigeria,West,2024,River,3.83,8.16,0.71,9.52,22.65,17.79,108,Chlorination,61,259,43,39,70,70910,99.62,66,81,866,11.16,498,80116,39897768,17156
Nigeria,North,2003,River,3.19,7.4,3.27,4.79,17.19,11.94,4571,Boiling,47,105,40,48,67,31016,54.7,27,75,2565,21.81,619,542566,335848354,134339
Nigeria,East,2008,Tap,2.07,6.3,2.93,8.37,12.96,12.64,4815,Filtration,66,95,41,81,8,15259,92.88,59,61,246,37.5,960,36255,34804800,14269
Nigeria,Central,2021,Spring,1.38,6.45,2.33,5.86,45.49,5.53,2898,Chlorination,57,379,21,60,88,86300,34.01,73,55,463,31.37,391,241564,94451524,19834
Nigeria,West,2021,Lake,2.24,6.94,2.33,5.57,3.98,4.13,3833,Filtration,58,114,42,90,64,54285,1.16,33,33,1888,16.94,134,80116,10735544,4508
Nigeria,Central,2007,Well,8.53,6.46,1.0,4.57,1.0,8.23,1055,Boiling,53,321,23,75,88,81641,41.14,72,77,963,16.98,530,241564,128028920,29446
Nigeria,South,2009,Tap,9.77,6.68,0.1,9.21,40.79,0.96,2333,No treatment,82,23,3,58,63,67891,6.23,83,20,2407,2.02,20,86344,1726880,51
Nigeria,East,2000,River,1.56,7.57,0.33,7.2,15.23,1.79,4620,Chlorination,45,247,13,0,51,3701,41.89,85,94,2087,21.77,180,36255,6525900,848
Nigeria,Central,2014,Well,8.65,6.12,0.55,9.24,24.19,10.88,4785,Chlorination,46,137,38,36,13,32320,76.68,87,36,2424,11.01,649,241564,156775036,59574
Nigeria,West,2013,River,5.0,7.52,2.31,3.5,22.59,14.76,1565,Chlorination,85,277,38,76,45,9091,18.7,85,64,292,36.7,98,80116,7851368,2983
Nigeria,South,2006,Spring,2.5,8.23,2.43,8.58,48.02,10.66,4986,Boiling,77,277,30,93,20,96809,4.94,75,26,2786,3.25,642,86344,55432848,16629
Nigeria,North,2010,Pond,9.04,6.94,1.39,5.92,40.23,16.32,4424,Chlorination,59,63,17,33,91,49525,22.01,31,79,368,35.64,726,542566,393902916,66963
Nigeria,West,2002,Lake,7.93,8.09,3.43,8.32,0.44,9.17,2619,No treatment,97,498,44,25,97,26424,71.42,51,78,1254,2.78,981,80116,78593796,34581
Nigeria,North,2013,River,3.57,6.69,0.33,7.63,17.68,11.24,1143,Boiling,96,446,13,93,60,49015,14.62,72,79,2628,23.97,381,542566,206717646,26873
Nigeria,Central,2011,Lake,9.94,8.0,1.5,8.3,37.23,1.24,3704,Filtration,68,319,30,29,25,5468,96.54,23,58,309,19.66,609,241564,147112476,44133
Nigeria,Central,2009,River,2.94,6.12,0.2,4.82,33.51,14.15,4178,Chlorination,40,243,38,92,36,50979,1.04,78,69,2206,13.88,114,241564,27538296,10464
Nigeria,North,2008,Spring,0.13,6.99,1.91,7.81,3.27,2.46,4820,Chlorination,89,131,3,19,5,73703,70.46,47,65,859,4.58,168,542566,91151088,2734
Nigeria,South,2018,Well,2.66,7.39,3.22,6.03,23.49,4.81,389,No treatment,35,264,20,30,3,47858,87.38,33,86,2391,23.18,280,86344,24176320,4835
Nigeria,East,2018,River,5.77,7.16,4.78,6.72,49.66,10.9,473,Chlorination,42,190,2,2,49,74139,49.16,88,29,376,19.93,560,36255,20302800,406
Nigeria,West,2017,Pond,3.83,7.51,4.82,8.0,32.98,5.39,4197,Filtration,61,277,25,32,58,51087,36.24,84,92,507,29.66,967,80116,77472172,19368
Nigeria,Central,2008,Lake,5.89,6.36,3.04,9.12,2.24,9.06,88,Filtration,86,29,40,24,46,5065,61.6,58,95,781,1.37,497,241564,120057308,48022
Nigeria,Central,2004,Pond,6.83,6.97,3.84,3.23,34.35,3.89,4452,Chlorination,46,220,29,45,50,35439,41.15,22,54,1865,38.65,124,241564,29953936,8686
Nigeria,East,2016,River,9.64,7.75,4.53,5.02,35.46,17.12,4983,No treatment,54,337,17,42,9,78990,30.02,23,75,1295,36.24,19,36255,688845,117
Nigeria,South,2014,Tap,3.47,6.68,3.53,5.68,10.19,5.61,3185,Boiling,30,11,26,10,74,31123,8.45,32,77,1595,2.14,146,86344,12606224,3277
Nigeria,South,2002,Well,2.0,7.8,3.95,3.89,46.39,6.69,938,Boiling,96,278,3,73,57,13513,56.34,27,42,2372,8.42,584,86344,50424896,1512
Nigeria,South,2011,Well,8.41,8.5,0.41,5.6,48.01,7.32,4496,Chlorination,88,342,29,77,82,96588,71.44,60,97,249,23.55,250,86344,21586000,6259
Nigeria,South,2019,Tap,9.77,8.34,3.31,7.73,42.61,11.87,3567,Chlorination,57,198,21,87,27,53983,70.61,16,27,2495,33.93,975,86344,84185400,17678
Nigeria,Central,2016,Well,6.53,6.44,0.33,8.42,32.4,16.64,275,Boiling,71,126,49,51,72,81277,76.65,30,32,1639,25.89,177,241564,42756828,20950
Nigeria,North,2013,River,1.19,6.36,1.18,5.48,14.75,0.66,2340,Boiling,79,200,48,72,42,70484,22.66,50,20,2432,7.39,93,542566,50458638,24220
Nigeria,Central,2010,Tap,2.24,7.6,2.03,3.74,16.5,10.05,1086,No treatment,83,257,31,84,80,94177,76.0,48,96,2957,10.24,38,241564,9179432,2845
Nigeria,North,2016,Lake,6.96,6.87,4.28,8.97,9.01,2.22,1885,Boiling,82,282,24,43,17,3392,53.16,63,42,214,27.31,992,542566,538225472,129174
Nigeria,East,2003,Tap,0.31,8.39,1.21,6.46,32.18,4.65,1813,No treatment,83,196,7,94,30,68351,20.37,33,52,1804,10.99,197,36255,7142235,499
Nigeria,Central,2022,Pond,8.12,6.76,4.84,7.67,45.28,16.49,564,Filtration,41,316,4,52,24,85550,36.5,64,38,2201,9.75,362,241564,87446168,3497
Nigeria,North,2013,Well,3.22,6.79,1.95,8.03,21.19,11.41,2972,Boiling,99,272,7,50,48,54039,83.26,42,54,2328,1.04,232,542566,125875312,8811
Nigeria,Central,2012,Lake,8.95,6.12,1.62,5.18,2.5,18.94,3306,No treatment,57,360,31,25,54,50868,73.54,37,80,2273,14.37,772,241564,186487408,57811
Nigeria,Central,2022,Well,5.02,6.26,1.25,4.85,0.61,9.25,2359,No treatment,46,372,12,80,92,28691,12.53,59,32,2672,33.08,637,241564,153876268,18465
Nigeria,North,2017,Spring,9.32,7.76,0.71,4.93,49.82,6.18,3014,No treatment,97,425,19,91,41,8826,91.1,15,27,1792,19.36,728,542566,394988048,75047
Nigeria,Central,2019,Well,10.0,6.97,1.84,9.38,48.09,4.11,1602,Chlorination,44,488,22,15,85,21829,18.07,58,51,1409,38.59,781,241564,188661484,41505
Nigeria,East,2002,Spring,2.08,6.97,0.84,6.12,48.71,13.5,2546,Boiling,65,413,19,50,45,29439,91.09,77,23,1229,39.8,586,36255,21245430,4036
Nigeria,North,2003,River,8.27,6.88,1.53,7.2,20.5,18.74,4616,Chlorination,49,171,28,45,7,91091,25.06,79,41,2421,36.05,925,542566,501873550,140524
Nigeria,South,2014,Tap,3.74,7.07,4.21,4.07,0.48,8.77,1508,No treatment,60,384,20,23,88,44972,14.96,45,77,2168,1.51,795,86344,68643480,13728
Nigeria,North,2003,River,3.73,8.02,0.73,4.27,35.56,4.27,4852,Chlorination,32,135,16,53,96,42794,33.03,78,76,559,33.57,754,542566,409094764,65455
Nigeria,North,2020,Pond,9.77,8.26,0.76,5.81,0.64,10.99,968,Boiling,58,269,27,91,13,22225,46.22,31,21,1397,39.02,337,542566,182844742,49368
Nigeria,Central,2018,Pond,2.58,7.18,1.97,4.29,14.33,4.35,612,No treatment,64,263,6,71,91,20341,81.07,80,66,2181,8.8,22,241564,5314408,318
Nigeria,East,2011,Spring,6.94,7.0,3.19,4.1,7.07,1.31,2596,Chlorination,96,451,39,27,88,64833,49.41,50,69,1292,35.31,566,36255,20520330,8002
Nigeria,East,2014,Pond,6.71,6.5,1.41,8.22,33.52,10.11,1908,Boiling,33,153,41,56,27,6489,61.32,85,77,1981,28.01,657,36255,23819535,9766
Nigeria,West,2019,Spring,4.45,6.15,2.09,7.47,45.64,3.16,2715,Boiling,87,90,17,96,50,63630,58.69,35,64,2843,26.03,929,80116,74427764,12652
Nigeria,West,2020,Pond,7.04,7.93,0.35,8.97,36.33,17.97,1563,Chlorination,77,35,18,49,54,98940,50.7,38,43,2039,29.07,113,80116,9053108,1629
Nigeria,West,2023,Lake,5.14,6.14,4.06,3.28,31.44,12.95,2493,Boiling,73,140,44,39,14,15322,77.16,16,63,2461,20.81,885,80116,70902660,31197
Nigeria,West,2014,Spring,9.31,6.45,3.15,6.3,44.51,12.27,4482,Chlorination,90,37,8,4,22,11334,59.73,61,74,1489,13.29,780,80116,62490480,4999
Nigeria,Central,2016,Spring,7.67,7.39,4.53,9.1,12.71,15.99,3419,Filtration,56,190,19,91,22,69896,94.12,36,99,340,1.66,504,241564,121748256,23132
Nigeria,Central,2009,Lake,7.9,7.76,1.84,9.99,38.17,6.49,48,Chlorination,52,450,46,35,66,30235,51.9,17,70,986,32.92,162,241564,39133368,18001
Nigeria,South,2020,Tap,7.37,7.29,1.37,8.34,14.74,11.43,1948,No treatment,73,192,30,87,92,36881,10.39,78,27,592,21.62,286,86344,24694384,7408
Nigeria,South,2018,River,8.06,8.04,0.19,8.81,17.61,0.59,1639,No treatment,67,135,41,77,73,89529,7.37,76,98,2012,14.3,47,86344,4058168,1663
Nigeria,South,2017,Lake,7.35,7.98,4.63,5.09,3.07,3.95,1702,Boiling,76,130,49,38,19,91811,92.64,31,84,1703,28.09,688,86344,59404672,29108
Nigeria,North,2015,River,4.94,8.32,2.0,7.25,12.21,7.46,313,Chlorination,39,132,21,20,82,38653,18.93,20,60,2679,9.3,66,542566,35809356,7519
Nigeria,East,2023,Tap,5.26,7.23,4.39,3.28,47.67,3.63,1336,Filtration,84,475,20,0,77,87299,44.67,52,82,1332,35.48,690,36255,25015950,5003
Nigeria,South,2024,Well,2.14,7.76,4.06,3.81,19.85,14.68,2476,Chlorination,58,188,14,5,22,45149,1.54,21,98,1414,24.19,326,86344,28148144,3940
Nigeria,West,2006,River,6.25,7.69,3.43,6.66,43.32,4.89,2015,No treatment,43,4,18,9,80,38043,31.42,59,30,500,17.45,114,80116,9133224,1643
Nigeria,South,2005,Lake,1.45,7.44,1.65,6.52,47.88,18.53,1800,Chlorination,72,276,21,26,23,31351,82.36,49,89,2991,30.94,23,86344,1985912,417
Nigeria,East,2007,Lake,7.79,8.42,2.83,5.01,44.18,4.23,4062,Filtration,61,459,35,73,22,6503,20.96,66,89,1525,26.21,514,36255,18635070,6522
Nigeria,South,2014,Spring,9.29,6.05,4.15,7.02,16.28,7.74,2454,No treatment,90,468,3,50,89,17946,0.55,26,49,2559,29.31,710,86344,61304240,1839
Nigeria,West,2016,River,0.74,8.32,3.93,3.95,24.84,16.42,3732,Filtration,76,287,30,31,72,8282,42.93,54,48,2150,16.34,257,80116,20589812,6176
Nigeria,West,2020,Tap,0.65,7.45,1.04,6.78,29.0,11.41,940,Filtration,66,292,41,62,61,46468,32.4,49,28,2657,36.86,910,80116,72905560,29891
Nigeria,West,2024,Tap,3.17,6.33,1.56,4.61,30.93,7.58,1478,Filtration,42,143,3,75,47,24826,47.97,40,32,1923,6.83,921,80116,73786836,2213
Nigeria,South,2004,Lake,7.77,8.18,1.79,9.14,9.25,10.47,571,Boiling,64,449,49,18,12,60547,98.17,76,88,869,20.94,99,86344,8548056,4188
Nigeria,North,2016,River,4.17,6.33,2.41,4.21,45.92,10.03,4097,No treatment,92,395,1,34,59,48948,37.69,88,88,2220,2.08,967,542566,524661322,5246
Nigeria,West,2014,Tap,8.56,6.02,1.84,5.5,9.25,1.98,2116,Chlorination,45,365,28,88,12,13246,48.35,17,34,2903,19.94,172,80116,13779952,3858
Nigeria,North,2008,Lake,1.31,8.14,1.03,4.73,7.29,16.35,922,Boiling,32,399,6,85,58,39815,28.12,81,92,2028,36.3,367,542566,199121722,11947
Nigeria,East,2018,Tap,4.37,6.32,2.49,3.02,38.29,4.98,489,Boiling,90,488,29,56,32,30216,37.97,78,87,2332,15.96,545,36255,19758975,5730
Nigeria,West,2018,Tap,2.43,8.03,4.58,8.26,40.67,13.2,1246,Filtration,83,145,22,66,51,18398,84.77,37,93,1362,26.38,814,80116,65214424,14347
Nigeria,East,2009,Pond,0.86,6.55,4.53,3.2,37.29,15.24,561,No treatment,97,443,38,10,60,40356,7.92,30,72,2260,13.8,502,36255,18200010,6916
Nigeria,Central,2005,Pond,0.55,6.04,0.73,9.46,4.0,15.55,1753,Boiling,40,206,5,7,22,94634,3.13,47,59,2326,9.2,558,241564,134792712,6739
Nigeria,East,2020,Spring,3.1,7.75,1.77,5.24,30.32,11.25,3209,Chlorination,66,315,45,63,23,54944,69.43,15,85,287,25.07,719,36255,26067345,11730
Nigeria,North,2012,Lake,6.45,7.15,1.51,6.23,20.31,15.45,1766,No treatment,76,326,32,92,33,65626,26.67,37,21,312,30.15,965,542566,523576190,167544
Nigeria,North,2014,Spring,7.03,6.73,3.93,7.72,38.24,6.63,1024,No treatment,55,220,11,59,51,49613,71.88,75,66,1586,11.63,845,542566,458468270,50431
Nigeria,West,2007,Well,3.88,6.97,2.59,3.21,21.73,0.41,3160,Chlorination,86,243,34,38,75,14616,91.16,74,46,996,8.88,76,80116,6088816,2070
Nigeria,North,2013,Lake,2.95,6.51,1.87,4.03,28.81,4.02,3166,Boiling,49,170,29,68,73,64243,76.94,53,92,514,7.71,917,542566,497533022,144284
Nigeria,East,2000,Lake,5.52,8.24,2.83,6.44,40.68,10.68,2358,Boiling,44,430,12,98,61,18629,74.77,76,58,1001,20.3,88,36255,3190440,382
Nigeria,West,2024,Well,2.59,6.64,1.97,4.68,7.56,5.24,452,Boiling,52,294,17,34,76,1808,32.4,20,65,424,26.8,107,80116,8572412,1457
Nigeria,South,2020,River,9.5,6.53,1.33,6.2,47.16,15.3,2105,Chlorination,98,77,27,37,36,68836,18.36,25,64,1032,12.45,591,86344,51029304,13777
Nigeria,Central,2017,River,5.78,8.26,2.04,6.5,10.77,15.81,2470,No treatment,48,498,16,20,76,1780,18.22,55,78,1528,6.28,215,241564,51936260,8309
Nigeria,North,2017,Lake,3.62,6.36,4.71,6.02,47.77,13.51,4391,No treatment,39,399,6,39,92,79975,78.43,48,42,853,4.31,631,542566,342359146,20541
Nigeria,East,2001,Lake,0.44,7.37,0.99,3.57,38.88,0.92,2610,Filtration,64,109,44,26,74,71308,61.02,55,64,1325,30.91,982,36255,35602410,15665
Nigeria,Central,2011,Spring,7.19,6.34,4.66,4.62,35.79,5.71,3113,Boiling,58,403,13,20,43,17296,90.69,69,48,1231,22.65,685,241564,165471340,21511
Nigeria,South,2001,Well,3.27,7.55,3.59,5.46,18.12,3.45,3683,Boiling,93,367,15,19,4,49073,48.75,68,45,2322,26.88,865,86344,74687560,11203
Nigeria,North,2012,River,8.0,8.25,2.76,5.29,49.86,17.05,1233,Filtration,59,493,19,89,85,95126,73.88,45,38,2729,38.89,349,542566,189355534,35977
Nigeria,Central,2012,Tap,8.81,7.23,2.51,3.29,43.08,7.33,4612,Chlorination,47,138,32,56,35,33207,19.3,65,74,2134,10.51,163,241564,39374932,12599
Nigeria,South,2010,Well,7.61,8.46,2.25,4.74,32.98,3.69,2647,Chlorination,87,88,6,19,49,75830,68.06,29,20,1204,24.78,709,86344,61217896,3673
Nigeria,Central,2016,Pond,3.56,8.12,2.47,4.14,18.42,5.18,4639,Boiling,58,475,39,3,60,59074,59.79,47,54,2082,36.32,615,241564,148561860,57939
Nigeria,Central,2018,Well,2.9,6.16,0.78,7.78,19.29,3.7,204,Boiling,67,110,28,57,51,9521,57.35,36,76,2929,4.02,888,241564,214508832,60062
Nigeria,East,2009,Tap,2.65,7.9,0.64,4.32,5.51,5.12,2255,Boiling,89,373,6,43,92,65652,3.34,64,92,1765,31.4,389,36255,14103195,846
Nigeria,East,2020,Pond,6.37,7.79,0.11,7.72,33.79,9.11,4382,Boiling,36,426,19,7,21,81819,25.66,46,68,1328,26.12,638,36255,23130690,4394
Nigeria,North,2008,River,2.39,8.07,1.95,7.47,38.03,16.2,2727,Filtration,90,118,24,88,69,46269,92.81,30,51,2279,29.33,15,542566,8138490,1953
Nigeria,West,2007,Spring,4.64,6.11,3.55,9.4,31.77,3.32,1041,Chlorination,50,183,20,54,97,54547,45.92,17,66,2051,9.08,899,80116,72024284,14404
Nigeria,Central,2000,Tap,3.56,7.47,0.94,3.89,8.75,7.23,1636,Chlorination,36,429,40,8,51,20829,55.95,72,96,2022,12.75,853,241564,206054092,82421
Nigeria,Central,2002,Tap,9.99,8.26,4.18,9.64,18.01,0.53,4996,No treatment,95,410,25,45,69,93804,49.86,43,44,1209,6.33,76,241564,18358864,4589
Nigeria,West,2010,River,0.83,7.32,1.97,9.01,31.26,1.25,4422,Chlorination,64,246,47,83,34,85587,99.69,53,56,1458,34.48,962,80116,77071592,36223
Nigeria,West,2010,Spring,4.93,6.73,0.95,4.23,18.72,17.71,2512,Filtration,57,136,33,97,4,30405,65.43,44,49,1454,9.82,704,80116,56401664,18612
Nigeria,North,2011,Tap,8.89,6.51,3.92,9.97,15.89,14.91,1129,Boiling,43,459,28,63,42,54507,62.01,67,90,289,16.17,678,542566,367859748,103000
Nigeria,North,2009,Well,5.6,6.6,1.0,3.39,45.67,0.34,1730,Chlorination,80,8,17,29,72,46109,43.67,66,48,2754,1.43,856,542566,464436496,78954
Nigeria,Central,2022,Lake,3.21,8.27,2.59,3.52,7.4,9.5,1767,No treatment,35,229,38,27,72,14832,67.48,12,60,1223,29.86,912,241564,220306368,83716
Nigeria,West,2019,River,8.1,6.75,3.24,3.5,31.21,5.34,2183,Filtration,47,265,39,41,78,15189,94.89,26,44,580,12.31,624,80116,49992384,19497
Nigeria,West,2002,Spring,1.37,6.93,3.63,3.28,35.96,19.06,2198,Filtration,32,306,30,93,76,15148,62.45,60,57,2597,23.75,764,80116,61208624,18362
Nigeria,Central,2018,Tap,0.81,7.03,4.69,8.0,29.99,20.0,3293,Chlorination,78,483,27,28,64,32214,51.05,19,72,2891,12.02,432,241564,104355648,28176
Nigeria,West,2024,Lake,8.08,7.14,1.39,7.57,49.83,17.01,1297,Filtration,48,134,33,54,95,70510,15.61,75,42,2788,5.98,489,80116,39176724,12928
Nigeria,South,2011,Spring,1.02,7.93,0.38,5.71,7.25,15.55,4671,Boiling,66,317,40,63,61,21707,81.43,13,89,1364,33.7,200,86344,17268800,6907
Nigeria,West,2022,Spring,9.99,7.29,2.83,8.93,31.09,0.14,3742,Boiling,88,233,36,58,2,74955,94.1,32,80,1353,34.58,804,80116,64413264,23188
Nigeria,South,2018,Tap,0.41,6.63,2.85,5.72,28.77,6.73,2013,Boiling,47,286,28,90,58,2129,71.87,78,45,2621,39.4,426,86344,36782544,10299
Nigeria,East,2006,River,8.67,7.14,1.55,4.57,19.52,9.03,1741,No treatment,54,81,22,91,62,56505,17.23,52,64,1453,5.91,10,36255,362550,79
Nigeria,Central,2000,Pond,7.1,7.5,2.01,7.62,26.25,8.5,2233,No treatment,52,36,4,26,48,79136,9.84,40,45,2896,8.44,462,241564,111602568,4464
Nigeria,South,2004,Pond,5.63,8.05,4.76,4.76,38.98,12.3,869,No treatment,58,305,2,8,24,63439,82.48,76,76,2581,22.05,951,86344,82113144,1642
Nigeria,East,2004,River,7.05,6.08,4.41,5.62,31.39,1.32,1605,Filtration,50,20,16,87,4,45274,98.04,17,56,1208,34.1,842,36255,30526710,4884
Nigeria,Central,2013,Well,9.14,6.45,0.62,7.59,45.99,10.23,2493,Chlorination,55,261,2,38,4,72858,57.11,89,78,2083,35.73,250,241564,60391000,1207
Nigeria,West,2021,Spring,1.16,8.28,4.4,5.87,9.31,19.6,2075,Chlorination,43,314,44,11,29,25571,97.82,60,73,993,13.36,317,80116,25396772,11174
Nigeria,West,2024,Pond,5.23,7.65,0.9,9.44,4.86,0.43,3436,No treatment,62,116,2,43,6,83463,90.36,73,77,2003,3.86,285,80116,22833060,456
Nigeria,South,2020,Well,3.68,8.09,3.48,9.62,18.44,10.99,3827,Chlorination,36,7,41,2,28,3309,27.87,30,87,2373,10.33,620,86344,53533280,21948
Nigeria,West,2020,River,8.36,8.3,1.12,3.9,38.78,11.63,1497,Boiling,74,399,44,10,51,91830,30.97,82,81,2177,10.03,561,80116,44945076,19775
Nigeria,Central,2015,Pond,1.08,7.43,1.45,9.39,47.25,13.49,1932,Filtration,77,173,29,20,58,1123,58.46,76,41,1832,26.22,61,241564,14735404,4273
Nigeria,South,2011,Lake,4.96,6.39,2.61,6.76,21.54,13.28,1225,No treatment,73,425,41,38,25,40557,20.18,19,45,520,27.12,542,86344,46798448,19187
Nigeria,South,2011,Well,9.42,7.01,2.26,4.47,21.7,16.96,2932,Boiling,72,376,24,32,36,41377,38.94,57,60,703,22.84,230,86344,19859120,4766
Nigeria,Central,2020,River,8.21,6.62,4.94,4.77,30.23,10.35,3177,Boiling,43,149,42,74,99,85870,88.13,17,52,1932,26.28,23,241564,5555972,2333
Nigeria,North,2009,Spring,4.31,8.15,3.98,9.43,11.3,5.0,2256,Boiling,31,168,16,48,51,83360,81.71,36,67,715,25.6,334,542566,181217044,28994
Nigeria,East,2004,Lake,0.32,6.09,2.29,4.97,32.75,11.03,4439,Boiling,37,363,25,95,97,55339,19.39,64,91,2044,3.35,115,36255,4169325,1042
